 TIME                    	KJ                       	KWh                      	Schlafen1                	Schlafen2                	Wohnen                   	Bad                      
3.9000000000000000E+02	7.8622069899425500E+03	2.1839463860951500E+00	1.0231951967446500E+00	1.0169367806573200E+00	1.4381440869318000E-01	0.0000000000000000E+00
3.9100000000000000E+02	1.2750759485154100E+04	3.5418776347650200E+00	9.3896043945212300E-01	9.3228371093050900E-01	1.4367986110266800E+00	2.3383487335570700E-01
3.9200000000000000E+02	1.4940395304161400E+04	4.1501098067115000E+00	8.6531984281998000E-01	8.5704199818126300E-01	2.0813595211895600E+00	3.4638844452069600E-01
3.9300000000000000E+02	8.0503588077289000E+03	2.2362107799246900E+00	4.8544527704537200E-02	1.9898705441291500E-01	1.7153182834158800E+00	2.7336091439136200E-01
3.9400000000000000E+02	1.8439153144665900E+03	5.1219869846294100E-01	0.0000000000000000E+00	0.0000000000000000E+00	4.8374073898413700E-01	2.8457959478804200E-02
3.9500000000000000E+02	1.4024340823538300E+03	3.8956502287606500E-01	2.1570050894492500E-01	1.7386451393114000E-01	0.0000000000000000E+00	0.0000000000000000E+00
3.9600000000000000E+02	1.4421271596781900E+03	4.0059087768838600E-01	2.4052811498394100E-02	1.3605480328208200E-01	2.1824123055318100E-01	2.2242032354729400E-02
3.9700000000000000E+02	6.1896938459760600E+03	1.7193594016600200E+00	1.5635531659611500E-01	1.9362611493928800E-01	1.2277363902015600E+00	1.4164157992305500E-01
3.9800000000000000E+02	9.8080970208033100E+03	2.7244713946675900E+00	2.1422451398781600E-01	2.1741914521204400E-01	1.9883223327818800E+00	3.0450540268584500E-01
3.9900000000000000E+02	4.3176176745388700E+03	1.1993382429274600E+00	3.1774993119948600E-01	3.0637861843735300E-01	5.3675747113024100E-01	3.8452222160383500E-02
4.0000000000000000E+02	2.7561035665063200E+03	7.6558432402953400E-01	3.9196795158688300E-01	3.7361637244265200E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.0100000000000000E+02	1.3078174125819600E+04	3.6328261460610100E+00	1.1654095843185100E+00	9.8468071841719600E-01	1.2587833874269900E+00	2.2395245589831600E-01
4.0200000000000000E+02	1.7548556906204200E+04	4.8745991406122800E+00	1.5879599436637100E+00	1.3577329598929700E+00	1.6678445554903900E+00	2.6106168156521300E-01
4.0300000000000000E+02	8.8469409707785000E+03	2.4574836029940300E+00	3.8594925915482200E-01	4.7310326492648200E-01	1.3865818693964500E+00	2.1184920951627300E-01
4.0400000000000000E+02	5.4220445792509800E+03	1.5061234942363800E+00	0.0000000000000000E+00	0.0000000000000000E+00	1.3234371411218700E+00	1.8268635311451300E-01
4.0500000000000000E+02	6.2027776572165300E+03	1.7229937936712600E+00	1.7142748243339900E-01	1.3435026018941100E-01	1.2517267550568400E+00	1.6548929599160900E-01
4.0600000000000000E+02	6.0674711201296500E+03	1.6854086444804600E+00	7.9901266326468500E-02	1.7941483286830400E-01	1.2706740015500600E+00	1.5541854373562600E-01
4.0700000000000000E+02	6.8813472381139600E+03	1.9114853439205400E+00	2.2984302818723800E-01	2.6103641000447900E-01	1.2713972586085600E+00	1.4920864712026700E-01
4.0800000000000000E+02	7.3163905696205600E+03	2.0323307137834900E+00	3.0612393923659600E-01	3.0843572935497100E-01	1.2735315641814200E+00	1.4423948101050300E-01
4.0900000000000000E+02	7.9118335881168000E+03	2.1977315522546700E+00	1.1822953683821700E+00	1.0130193982424400E+00	2.4167856300558700E-03	0.0000000000000000E+00
4.1000000000000000E+02	1.1159368228441000E+04	3.0998245079002700E+00	1.6610682527159600E+00	1.4387562551843100E+00	0.0000000000000000E+00	0.0000000000000000E+00
4.1100000000000000E+02	9.1037550304824300E+03	2.5288208418006800E+00	1.2583388654752800E+00	1.1908142991252900E+00	7.9667677200105300E-02	0.0000000000000000E+00
4.1200000000000000E+02	7.6257523109393300E+03	2.1182645308164800E+00	1.0653216968494800E+00	1.0529428339670000E+00	0.0000000000000000E+00	0.0000000000000000E+00
4.1300000000000000E+02	7.2888055298502400E+03	2.0246682027361800E+00	9.5313929948633000E-01	9.5872581725029400E-01	1.1280308599955400E-01	0.0000000000000000E+00
4.1400000000000000E+02	6.5470740905020600E+03	1.8186316918061300E+00	9.0508166191014700E-01	9.1355002989597900E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.1500000000000000E+02	1.1503747675462200E+04	3.1954854654061500E+00	8.2763041189136800E-01	8.3332236706242800E-01	1.3118563338393400E+00	2.2267635261301700E-01
4.1600000000000000E+02	1.3604734072328200E+04	3.7790927978689500E+00	7.5960026337241300E-01	7.6158718030991700E-01	1.9454888613236000E+00	3.1241649286301600E-01
4.1700000000000000E+02	6.9146252075353000E+03	1.9207292243153600E+00	0.0000000000000000E+00	9.6989228882197700E-02	1.5786624941264900E+00	2.4507750130667400E-01
4.1800000000000000E+02	1.1369594722336500E+03	3.1582207562045700E-01	0.0000000000000000E+00	0.0000000000000000E+00	3.1386093393181800E-01	1.9611416886392700E-03
4.1900000000000000E+02	7.9796102041425700E+02	2.2165583900396000E-01	1.0658820855593300E-01	1.1506763044802700E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.2000000000000000E+02	6.5470851795378300E+02	1.8186347720938400E-01	0.0000000000000000E+00	0.0000000000000000E+00	1.6654872471014000E-01	1.5314752499244200E-02
4.2100000000000000E+02	4.8617092018525100E+03	1.3504747782923600E+00	1.0763826049028500E-01	8.5638245003056600E-02	1.0448415029806000E+00	1.1235676981842200E-01
4.2200000000000000E+02	8.1637823882778400E+03	2.2677173300771800E+00	4.1060904567157800E-02	1.0948448043941000E-01	1.8361416550453200E+00	2.8103029002528900E-01
4.2300000000000000E+02	3.0526187461488900E+03	8.4794965170802600E-01	1.9321346225988900E-01	2.1683276136605200E-01	4.1822717137808900E-01	1.9676256703996100E-02
4.2400000000000000E+02	2.1873619683497800E+03	6.0760054676382700E-01	3.0338344319207800E-01	3.0421710357174900E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.2500000000000000E+02	1.2694413480492600E+04	3.5262259668034900E+00	1.1110691205797700E+00	9.3935520098515800E-01	1.2533929605959500E+00	2.2240868464261400E-01
4.2600000000000000E+02	1.7123443880920100E+04	4.7565121891444800E+00	1.5614471013843200E+00	1.3344725185495700E+00	1.6121920896271400E+00	2.4840047958345600E-01
4.2700000000000000E+02	8.6046947796118200E+03	2.3901929943366200E+00	3.7285859301757200E-01	4.6021575898316900E-01	1.3530467892421900E+00	2.0407185309368600E-01
4.2800000000000000E+02	5.2624061959992000E+03	1.4617794988886700E+00	0.0000000000000000E+00	0.0000000000000000E+00	1.2851827447509500E+00	1.7659675413771700E-01
4.2900000000000000E+02	5.9172103550605300E+03	1.6436695430723700E+00	1.5797890728232600E-01	1.2197476121006400E-01	1.2041336575199300E+00	1.5958221706004800E-01
4.3000000000000000E+02	5.5546840052385900E+03	1.5429677792329400E+00	4.1638240718743500E-02	1.4385426259401200E-01	1.2089603644665300E+00	1.4851491145365500E-01
4.3100000000000000E+02	6.2764890614113700E+03	1.7434691837253800E+00	1.8544147063713300E-01	2.1903606703781400E-01	1.1976351364087400E+00	1.4135650964169300E-01
4.3200000000000000E+02	6.7520121856476700E+03	1.8755589404576900E+00	2.6460194499658800E-01	2.6897739932790000E-01	1.2052045271674700E+00	1.3677506896572900E-01
4.3300000000000000E+02	7.6492212853268900E+03	2.1247836903685800E+00	1.1464027813224700E+00	9.7838090904610800E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.3400000000000000E+02	1.0967227868719500E+04	3.0464521857554000E+00	1.6343760568125200E+00	1.4120761289428800E+00	0.0000000000000000E+00	0.0000000000000000E+00
4.3500000000000000E+02	8.8099523185086100E+03	2.4472089773635000E+00	1.2412332637502500E+00	1.1727110170819400E+00	3.3264696531308400E-02	0.0000000000000000E+00
4.3600000000000000E+02	7.5291385911173000E+03	2.0914273864214700E+00	1.0527007206980300E+00	1.0387266657234400E+00	0.0000000000000000E+00	0.0000000000000000E+00
4.3700000000000000E+02	7.1528978720001000E+03	1.9869160755555800E+00	9.4206278650754200E-01	9.4600053103250500E-01	9.8852758015536300E-02	0.0000000000000000E+00
4.3800000000000000E+02	6.4565809884357300E+03	1.7934947190099200E+00	8.9317090551422500E-01	9.0032381349570000E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.3900000000000000E+02	1.1357639203966800E+04	3.1548997788796600E+00	8.1620695735036400E-01	8.2091692369350500E-01	1.3011822626865800E+00	2.1659363514921000E-01
4.4000000000000000E+02	1.3335940394154100E+04	3.7044278872650300E+00	7.5049892573078000E-01	7.5167723845065400E-01	1.8967783360222200E+00	3.0547338706137400E-01
4.4100000000000000E+02	6.7412111867331300E+03	1.8725586629814200E+00	0.0000000000000000E+00	8.8941845036328500E-02	1.5434350303016500E+00	2.4018178764344600E-01
4.4200000000000000E+02	1.0658357762737300E+03	2.9606549340937000E-01	0.0000000000000000E+00	0.0000000000000000E+00	2.9606549340937000E-01	0.0000000000000000E+00
4.4300000000000000E+02	8.1845939298524500E+02	2.2734983138479000E-01	1.0714276684394600E-01	1.2020706454084500E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.4400000000000000E+02	6.6813886343715800E+02	1.8559412873254400E-01	0.0000000000000000E+00	0.0000000000000000E+00	1.7080026781005300E-01	1.4793860922491000E-02
4.4500000000000000E+02	4.8250573180931700E+03	1.3402936994703300E+00	1.0644855313827300E-01	8.3795357133700600E-02	1.0389755021693800E+00	1.1107428702897300E-01
4.4600000000000000E+02	7.9343087512847500E+03	2.2039746531346500E+00	2.9055475140671000E-02	9.6483832366000500E-02	1.8007407990337800E+00	2.7769454659420100E-01
4.4700000000000000E+02	2.4626737787663100E+03	6.8407604965730700E-01	1.5287382173241600E-01	1.7872834803261000E-01	3.4000053530541100E-01	1.2473344586870200E-02
4.4800000000000000E+02	1.6743663129020600E+03	4.6510175358390600E-01	2.2954357592340100E-01	2.3555817766050500E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.4900000000000000E+02	1.1785053639133900E+04	3.2736260108705300E+00	1.0202135180480100E+00	8.5548628751058000E-01	1.1829278039242600E+00	2.1499840138767500E-01
4.5000000000000000E+02	1.5887364869847100E+04	4.4131569082908700E+00	1.4745954879476900E+00	1.2547294589771900E+00	1.4544108817931600E+00	2.2942107957282800E-01
4.5100000000000000E+02	7.6419656364022500E+03	2.1227682323339600E+00	3.0052226298620700E-01	3.9247285112237700E-01	1.2406948055286200E+00	1.8907831269675400E-01
4.5200000000000000E+02	4.9398477046971700E+03	1.3721799179714400E+00	0.0000000000000000E+00	0.0000000000000000E+00	1.2062422320390700E+00	1.6593768593236700E-01
4.5300000000000000E+02	5.6357349875583200E+03	1.5654819409884200E+00	1.4854944105994400E-01	1.1313845917929800E-01	1.1515164708195800E+00	1.5227756992960100E-01
4.5400000000000000E+02	5.1832091796428000E+03	1.4397803276785600E+00	0.0000000000000000E+00	1.0509155126526700E-01	1.1903289533342500E+00	1.4435982307904000E-01
4.5500000000000000E+02	6.1979082921350600E+03	1.7216411922597400E+00	1.7153495173320700E-01	2.0286501232089100E-01	1.2067688451299900E+00	1.4047238307565000E-01
4.5600000000000000E+02	6.9506046255135000E+03	1.9307235070870800E+00	2.7346249042201600E-01	2.7416171179211900E-01	1.2438448081487900E+00	1.3925449672415900E-01
4.5700000000000000E+02	7.9116126501344300E+03	2.1976701805929000E+00	1.1815933994599500E+00	1.0077043995813700E+00	8.3723815515792800E-03	0.0000000000000000E+00
4.5800000000000000E+02	1.1347585610171900E+04	3.1521071139366400E+00	1.6906781934944100E+00	1.4614289204422300E+00	0.0000000000000000E+00	0.0000000000000000E+00
4.5900000000000000E+02	9.6459390786399800E+03	2.6794275218444400E+00	1.3099510377882900E+00	1.2340069469752100E+00	1.3546953708094400E-01	0.0000000000000000E+00
4.6000000000000000E+02	8.0841691188504900E+03	2.2456025330140200E+00	1.1335144666563700E+00	1.1120880663576600E+00	0.0000000000000000E+00	0.0000000000000000E+00
4.6100000000000000E+02	7.9762076124228400E+03	2.2156132256730100E+00	1.0261169534105800E+00	1.0230668961902000E+00	1.6141539982954700E-01	5.0139762426847600E-03
4.6200000000000000E+02	7.3732614359110300E+03	2.0481281766419500E+00	9.7284538393255300E-01	9.7392892396385500E-01	1.0135386874554500E-01	0.0000000000000000E+00
4.6300000000000000E+02	1.2346099115531100E+04	3.4294719765364200E+00	8.8872438859470400E-01	8.8858538539454900E-01	1.4213354621900300E+00	2.3082674035713500E-01
4.6400000000000000E+02	1.4609588789057200E+04	4.0582191080714500E+00	8.1616012102794400E-01	8.1340829498371300E-01	2.0947695754867400E+00	3.3388111657304900E-01
4.6500000000000000E+02	7.6397534102925300E+03	2.1221537250812600E+00	0.0000000000000000E+00	1.5136938176737700E-01	1.7079612958743600E+00	2.6282304743952200E-01
4.6600000000000000E+02	1.5791125194864300E+03	4.3864236652400900E-01	0.0000000000000000E+00	0.0000000000000000E+00	4.2092056378645700E-01	1.7721802737552200E-02
4.6700000000000000E+02	1.1642360583820500E+03	3.2339890510612500E-01	1.7996990127068700E-01	1.4342900383543900E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.6800000000000000E+02	9.1149546839296600E+02	2.5319318566471300E-01	0.0000000000000000E+00	5.8555705686544300E-02	1.7625335378564600E-01	1.8384126192522500E-02
4.6900000000000000E+02	5.2751170440936900E+03	1.4653102900260300E+00	1.1727450746394600E-01	1.2540091968824300E-01	1.0958458922233600E+00	1.2678897065047700E-01
4.7000000000000000E+02	8.5868726216582500E+03	2.3852423949050700E+00	1.0735663360363200E-01	1.4276386047143500E-01	1.8448065953718900E+00	2.9031530545811200E-01
4.7100000000000000E+02	3.2389786802460600E+03	8.9971630006834900E-01	2.2933426175921500E-01	2.3774678074571800E-01	4.0703633908177100E-01	2.5598918481644500E-02
4.7200000000000000E+02	2.3182801462972200E+03	6.4396670730478400E-01	3.2519232978376500E-01	3.1877437752101900E-01	0.0000000000000000E+00	0.0000000000000000E+00
4.7300000000000000E+02	1.2804577708495800E+04	3.5568271412488500E+00	1.1303217101803900E+00	9.5432355156836900E-01	1.2487151994177900E+00	2.2346668008230100E-01
4.7400000000000000E+02	1.7182295571142800E+04	4.7728598808730000E+00	1.5812762353152100E+00	1.3515763676067500E+00	1.5865218670476400E+00	2.5348541090340600E-01
4.7500000000000000E+02	8.7459679972501300E+03	2.4294355547917000E+00	3.9913389861476200E-01	4.8346860825237400E-01	1.3377521176837900E+00	2.0908093024077800E-01
4.7600000000000000E+02	5.4308432260641500E+03	1.5085675627956000E+00	0.0000000000000000E+00	0.0000000000000000E+00	1.3247803110558900E+00	1.8378725173970600E-01
4.7700000000000000E+02	6.6645899227804700E+03	1.8512749785501300E+00	2.0913215640600300E-01	1.6748594782186700E-01	1.3036944899122700E+00	1.7096238440999100E-01
4.7800000000000000E+02	7.1348852119334800E+03	1.9819125588704100E+00	1.7604671361351500E-01	2.6344387876719100E-01	1.3761846465413000E+00	1.6623731994840300E-01
4.7900000000000000E+02	8.3653415869959500E+03	2.3237059963877700E+00	3.5742841642618200E-01	3.7696142412209900E-01	1.4230487320823400E+00	1.6626742375714400E-01
4.8000000000000000E+02	5.0294650618977800E+03	1.3970736283049400E+00	5.2123588814662600E-01	5.0996876876821400E-01	3.6586897139009900E-01	0.0000000000000000E+00
